System,Sentence,Code,Classification,Short_Long,Location,Interrupted,Clue_location,Difficulty,Source
DeepL,S10a,-1,Ambiguity,S,Before,NA,NA,Lexical,"With the neighbourês dog constantly barking, I couldnêt get any sleep."
DeepL,S10b,1,Ambiguity,S,Before,NA,NA,Lexical,"With everyone asked to stay home, the price of gas has drastically decreased."
DeepL,S10c,-1,Ambiguity,S,Mid,NA,NA,Lexical,I canêt finish any of my work with people pestering me all the time.
DeepL,S10d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"I'm thinking of riding my bicycle, with the price of gas on the rise."
DeepL,S10e,-1,Ambiguity,L,Before,NA,NA,Lexical,"With the neighbourês dogÜa four-year-old Australian Shepherd that was rescued from a local shelter two weeks agoÜconstantly barking, I couldnêt get any sleep."
DeepL,S10f,1,Ambiguity,L,Before,NA,NA,Lexical,"With everyone asked to stay home in hopes of reducing the number of cases of COVID-19 in Canada, the cost of gas has drastically decreased."
DeepL,S10g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I canêt finish any of the work assigned to me by my new manager who started last week, with people pestering me all the time."
DeepL,S10h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I'm thinking of riding my brotherês old bicycle to work and to the gym starting next week, with the price of gas on the rise."
DeepL,S11a,1,Ambiguity,S,Before,NA,NA,Lexical,He was consumed with guilt after he broke his motherês favourite vase.
DeepL,S11b,1,Ambiguity,S,Before,NA,NA,Lexical,Everyone could see that her eyes were still burning with hatred.
DeepL,S11c,1,Ambiguity,S,Mid,NA,NA,Lexical,"Still beaming with joy, she ran home to tell her parents the good news."
DeepL,S11d,1,Ambiguity,S,Mid,NA,NA,Lexical,That medication is not recommended for use in patients with hypothermia.
DeepL,S11e,1,Ambiguity,L,Before,NA,NA,Lexical,"He was consumed with guilt, a feeling he had not felt since he accidentally ruined his sisterês sweater in the dryer, after he broke his motherês favourite vase."
DeepL,S11f,1,Ambiguity,L,Before,NA,NA,Lexical,"Although she claimed she had moved on and forgiven her family, everyone could see that her eyes still burned with a hatred so deep that no one dared to approach her."
DeepL,S11g,1,Ambiguity,L,Mid,NA,NA,Lexical,"Still beaming with joy, she ran home to tell her parents the good news, unaware that they had left home earlier to go visit her sick aunt."
DeepL,S11h,1,Ambiguity,L,Mid,NA,NA,Lexical,That medication has been observed to cause severe side effects including liver damage and is not recommended for use in patients with thyroid problems or severe hypothermia.
DeepL,S12a,-1,Ambiguity,S,Before,NA,NA,Lexical,"With that bad weather, they still went on their daily walk."
DeepL,S12b,-1,Ambiguity,S,Before,NA,NA,Lexical,"With all his debts, he not only bought a car, but also got leather seats."
DeepL,S12c,-1,Ambiguity,S,Mid,NA,NA,Lexical,"I still think we should launch the project, with all the risks it entails."
DeepL,S12d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"The professor let those two students pass, with their numerous absences."
DeepL,S12e,-1,Ambiguity,L,Before,NA,NA,Lexical,"With the unexpectedly cold and cloudy weather that everyone else was complaining about, they still went on their daily walk, only wearing a light jacket."
DeepL,S12f,-1,Ambiguity,L,Before,NA,NA,Lexical,"With all his debts, he not only bought a new car from the dealership with his credit card, he also got leather seats and a panoramic sunroof."
DeepL,S12g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I still think we should go forward with that project, with all the risks it entails and considering all the efforts that would be required to execute it."
DeepL,S12h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"Since the school did not have any specific policy or rules regarding attendance, the professor let those two students pass the course, with their numerous absences."
DeepL,S13a,-1,Homographs,S,NA,NA,NA,Lexical,The company bought new desks for all of their offices.
DeepL,S13b,-1,Homographs,S,NA,NA,NA,Lexical,"While I appreciate the comments people leave on my videos, I donêt particularly enjoy them."
DeepL,S13c,1,Homographs,S,NA,NA,NA,Lexical,He didnêt exactly know whether what he felt was like or love.
DeepL,S13d,0,Homographs,S,NA,NA,NA,Lexical,The wine was delicious: cool and fresh and fruity.
DeepL,S13e,-1,Homographs,L,NA,NA,NA,Lexical,"With this yearês new budget and with new employees joining in the coming weeks, the company bought new chairs and new desks for their offices."
DeepL,S13f,1,Homographs,L,NA,NA,NA,Lexical,"Because they are thoughtful and I understand where they are coming from, I appreciate but donêt particularly enjoy the comments you leave on my videos about weight loss."
DeepL,S13g,0,Homographs,L,NA,NA,NA,Lexical,He had just gotten out of a serious relationship that had lasted four years and he didnêt exactly know whether what he felt now was likeÜ what he would feel for any good friend he had grown to rely onÜor love.
DeepL,S13h,1,Homographs,L,NA,NA,NA,Lexical,"The wine we tasted at the first stop of our wine tour was delicious: cool, fresh, and fruity, with notes of vanilla and sage, aged in old oak barrels."
DeepL,S14a,-1,Scope,S,NA,NA,NA,Syntactic,The only Australian wine lovers I know are coincidentally also Australian.
DeepL,S14b,-1,Scope,S,NA,NA,NA,Syntactic,Donêt tell me you lost the dehydrated dog treat I just got from the store.
DeepL,S14c,1,Scope,S,NA,NA,NA,Syntactic,Our store has a new arrivals window display and one showcasing our most popular items.
DeepL,S14d,1,Scope,S,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus, listen to my abnormally crisp asparagus story."
DeepL,S14e,1,Scope,L,NA,NA,NA,Syntactic,"I donêt know many people who would choose Australian wine over French wine; in fact, the only Australian wine lovers I know are coincidentally also Australian."
DeepL,S14f,-1,Scope,L,NA,NA,NA,Syntactic,"Donêt tell me you lost the very expensive, chicken-flavoured, certified organic, delectable dehydrated dog treat that I had finally just gotten from the store."
DeepL,S14g,1,Scope,L,NA,NA,NA,Syntactic,The manager said our store should have a new arrivals window display to show the latest trends and another one showcasing our most popular items.
DeepL,S14h,1,Scope,L,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus in olive oil, with garlic, listen to my abnormally crisp asparagus story that I like to tell everyone."
DeepL,S15a,1,Scope,S,NA,NA,NA,Syntactic,I always bring two solar-powered calculators and pencils to my exams.
DeepL,S15b,1,Scope,S,NA,NA,NA,Syntactic,That cream can be used to hydrate itchy skin or wood.
DeepL,S15c,1,Scope,S,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos."
DeepL,S15d,-1,Scope,S,NA,NA,NA,Syntactic,I ordered wood blinds and curtains online because they were cheaper.
DeepL,S15e,1,Scope,L,NA,NA,NA,Syntactic,"I always bring two solar-powered calculators and pencils to my exams, in case one of my classmates forgot theirs and needs to borrow them from me."
DeepL,S15f,-1,Scope,L,NA,NA,NA,Syntactic,"That all-in-one cream can be used to hydrate itchy skin or wood, including wood that is too dry for woodworking or furniture that need to be restored."
DeepL,S15g,1,Scope,L,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos that we keep in different rooms at night so they can have a good nightês sleep."
DeepL,S15h,-1,Scope,L,NA,NA,NA,Syntactic,I ordered all of my wood blinds and curtains online because they were cheaper and I have many windows in my new home that are facing the street.
DeepL,S16a,1,Anaphora,S,NA,N,NA,Syntactic,"I have a plant pot for my mint, otherwise it grows all over the garden."
DeepL,S16b,-1,Anaphora,S,NA,N,NA,Syntactic,I wanted the bag with the side pocket because it adds a lot of space.
DeepL,S16c,1,Anaphora,S,NA,Y,NA,Syntactic,He put his brotherês photo in a book after breaking the frame it was in.
DeepL,S16d,1,Anaphora,S,NA,Y,NA,Syntactic,The recital was tonight but there were issues with the stage so it was cancelled.
DeepL,S16e,1,Anaphora,L,NA,N,NA,Syntactic,"I use a lot of herbs in my recipes so I have a plant pot for my mint, otherwise it grows all over the garden and I canêt grow anything else."
DeepL,S16f,-1,Anaphora,L,NA,N,NA,Syntactic,I wanted the brown leather bag with the white side pocket because it adds a lot of space and I can easily reach my phone there.
DeepL,S16g,1,Anaphora,L,NA,Y,NA,Syntactic,He put his little brotherês graduation photo in a book with all of their childhood photos after accidentally breaking the wooden frame it was in.
DeepL,S16h,1,Anaphora,L,NA,Y,NA,Syntactic,"The piano recital was supposed to be tonight in the concert hall, but there were lighting issues with the new stage so it was cancelled."
DeepL,S17a,0,Anaphora,S,NA,NA,Before,Syntactic,The matriarchs are the rulers of the family and they usually make important decisions.
DeepL,S17b,1,Anaphora,S,NA,NA,Before,Syntactic,"The waitresses came with the bill, but they forgot to include some of our drinks."
DeepL,S17c,0,Anaphora,S,NA,NA,After,Syntactic,The nurses are unhappy they got an extra shift after coming back from paternity leave.
DeepL,S17d,-1,Anaphora,S,NA,NA,After,Syntactic,"When those two joined that team, they turned the all-male team into a mixed one."
DeepL,S17e,0,Anaphora,L,NA,NA,Before,Syntactic,"Matriarchs are the rulers of the family and they usually make important decisions, as property, land, and inheritance are passed down from mother to daughter in their society."
DeepL,S17f,-1,Anaphora,L,NA,NA,Before,Syntactic,"The waitresses came with the bill for our table but they forgot to include some of our drinks, and the desserts that we ordered were not on the check either."
DeepL,S17g,0,Anaphora,L,NA,NA,After,Syntactic,The intensive care unit nurses are unhappy and in shock that they got an extra shift barely a day after coming back from paternity leave.
DeepL,S17h,-1,Anaphora,L,NA,NA,After,Syntactic,"When those two joined that software engineering team of four, they turned the formerly all-male team into a mixed one that is now one-third female."
DeepL,S18a,-1,Anaphora,S,NA,N,NA,Syntactic,"Girls usually carry handbags because their pockets are too small, but these are very spacious."
DeepL,S18b,1,Anaphora,S,NA,N,NA,Syntactic,"Most jewellers sell lots of engagement rings, and these are always over-priced."
DeepL,S18c,1,Anaphora,S,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities, but these came from England."
DeepL,S18d,1,Anaphora,S,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, but these are even uglier."
DeepL,S18e,-1,Anaphora,L,NA,N,NA,Syntactic,"Most of the girls I know usually carry big handbags that can fit their wallet because their pants pockets are too small, but these are very spacious."
DeepL,S18f,1,Anaphora,L,NA,N,NA,Syntactic,"Most jewellers in big cities such as Toronto sell lots of nice, shiny, beautifully presented wedding bands and engagement rings, and these are always over-priced."
DeepL,S18g,1,Anaphora,L,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities who want a quiet place to relax that is also not too far of a drive, but these came from England."
DeepL,S18h,1,Anaphora,L,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, with the weird lace colour, ridiculous platform, and tacky pattern, but these are even uglier."
